r2_train,r2_val,r2_test,rmse_train,rmse_val,rmse_test,mae_val,mae_test,num_features
0.876187395269804,0.7373348375841097,0.7291525291793748,1.0562216112065772,1.4891344145191017,1.5942936362183775,0.9429141951388276,1.027107105935733,26
