mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.3779884815216064,0.2458238958760498,0.38184504508972167,0.2221710061236199,10,sqrt,8,25,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 25, 'n_estimators': 200}",0.6935497189194317,0.6816013121626263,0.6667649220969881,0.7227236947837152,0.7043872860752368,0.6938053868075997,0.019122953036008004,7,0.7566084612329526,0.7506542305536397,0.7657358759231571,0.7463501693722414,0.7565802520387801,0.7551857978241542,0.006540276044540182
1.3102541446685791,0.2789971710607365,0.41677031517028806,0.29824875185230343,10,sqrt,12,15,150,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 15, 'n_estimators': 150}",0.682957322333417,0.6796368218320634,0.6622315920267439,0.71705505854192,0.6975788117147247,0.6878919212897738,0.01841343994095834,15,0.742871012961323,0.7387576089870111,0.7542662156480151,0.7348160783473949,0.7431238889696057,0.74276696098267,0.00650634337190396
1.7479586124420166,0.3870370401738182,0.5417678833007813,0.4256348193090335,10,sqrt,12,15,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 15, 'n_estimators': 200}",0.6840822324029372,0.6820671446698026,0.6628779922318269,0.7184028309295811,0.6979744841955113,0.6890809368859319,0.01843715428345795,13,0.7435289236057463,0.7403553838569525,0.7548295472103295,0.7358405560117024,0.7425886404797849,0.7434286102329031,0.006288406207361171
1.3233585357666016,0.25199026341674663,0.20679640769958496,0.050946712270971105,10,sqrt,12,25,150,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 25, 'n_estimators': 150}",0.6850017288601162,0.677894236048503,0.6568528940385656,0.7175082089235688,0.6974138251397316,0.686934178602097,0.020173908525725738,17,0.742807467715088,0.7373978920451264,0.7503557669687214,0.734621598246655,0.742416578902322,0.7415198607755825,0.005387242809012793
1.6630589008331298,0.22333710093528736,0.311765193939209,0.1854702427666974,10,sqrt,12,25,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 25, 'n_estimators': 200}",0.6866200450860357,0.6799440010884589,0.6580532268017087,0.7170268512065094,0.6978646386848544,0.6879017525735135,0.019511194446167203,14,0.7440301904721116,0.7384106774963612,0.751642141889733,0.7352119423851832,0.7433148862377321,0.7425219676962242,0.005593213928157335
1.2642526149749755,0.2942360286430276,0.3748815059661865,0.21803091904849017,12,sqrt,8,15,150,"{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 15, 'n_estimators': 150}",0.6982128674608827,0.6938393030608176,0.6665142386925071,0.7308720357821052,0.7099177223847732,0.6998712334762172,0.021041887493169386,2,0.7817454445321589,0.7750508687485971,0.7841542673441929,0.768176782513625,0.7783875728574601,0.7775029871992067,0.005585900863942749
1.4865351676940919,0.2518772038359587,0.27019505500793456,0.18614405839091164,12,sqrt,8,15,200,"{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 15, 'n_estimators': 200}",0.6996678997506858,0.698908078608107,0.6684528770555709,0.7297700737689885,0.7095196495221818,0.7012637157411069,0.019826344498354624,1,0.7823483739951451,0.7771628451280747,0.7854977262526497,0.7676374011762933,0.7782931898166168,0.7781879072737559,0.0060517427667229565
1.1281630992889404,0.15240983240390002,0.21557965278625488,0.11398738688022061,12,sqrt,8,25,150,"{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 25, 'n_estimators': 150}",0.6953636079655753,0.690282111280957,0.6669095415264347,0.7311382248024649,0.7050537008586506,0.6977494372868165,0.020884040355405566,4,0.7680695285329615,0.7614852393062322,0.7745026445660123,0.7573883791267264,0.76489218345701,0.7652675949977885,0.005825223827601328
1.5404648780822754,0.2759145233198461,0.15683112144470215,0.030209596985093914,12,sqrt,8,25,200,"{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 25, 'n_estimators': 200}",0.695602067507364,0.6906964668577613,0.6682592245499281,0.7295410170677181,0.7086670851034448,0.6985531722172433,0.020251902951234906,3,0.7680873740822504,0.7621400137771595,0.7757729390385965,0.758042172862825,0.7666128836596229,0.766131076684091,0.005973000841984229
0.9893789768218995,0.18430198476113865,0.3159037113189697,0.19398927676592875,12,sqrt,12,15,150,"{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 15, 'n_estimators': 150}",0.6885223133861924,0.6824730749802046,0.6619464469910331,0.7218111512444305,0.7003130635183377,0.6910132100240396,0.0197940175016311,12,0.7517926083838451,0.7476010676220473,0.7598300338815848,0.7424521096842924,0.7489707612941119,0.7501293161731762,0.005719165230229877
1.512140703201294,0.1857476948260295,0.19796929359436036,0.07880027219719923,12,sqrt,12,15,200,"{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 15, 'n_estimators': 200}",0.6892152237451059,0.6847902711969798,0.6630567380639045,0.7210504018065433,0.7012226189125816,0.6918670507450231,0.01911199490848972,10,0.7517646610688664,0.7483167135258264,0.7607354844333455,0.7425114595662465,0.7495692732839403,0.7505795183756451,0.005929294454723069
1.3680872440338134,0.2087329939426459,0.3697839260101318,0.26734261476641336,12,sqrt,12,25,150,"{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 25, 'n_estimators': 150}",0.6900215896084076,0.678112665041174,0.6626942573385688,0.7248857603606167,0.7023145878518304,0.6916057720401195,0.021178695009379116,11,0.7511051028156692,0.7442529208387278,0.75977954798766,0.7441747698732215,0.7476232894584964,0.749387126194755,0.005789537416483602
1.5952912807464599,0.26207344557300627,0.14006490707397462,0.06409624746214038,12,sqrt,12,25,200,"{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 25, 'n_estimators': 200}",0.6906390201197655,0.6800820769150664,0.6634215070132887,0.7241090992038401,0.7026643459574988,0.692183209841892,0.020519133097851583,9,0.7520509210338013,0.7451903453557003,0.7610751594273331,0.7442580918689188,0.7482033810504964,0.75015557974725,0.0061004021928375675
